LOCATION,short_rate(t),short_rate(t+5y)
CAN,2.402727,4.35
CAN,2.610909,4.368636
CAN,2.789,4.529524
CAN,2.875909,4.68
CAN,2.945714,4.947273
CAN,2.9155,5.119473
CAN,2.880909,4.915
CAN,2.836,4.767619
CAN,2.857,4.796316
CAN,2.87,4.246364
CAN,2.921,3.82
CAN,3.201905,3.583
CAN,3.301905,3.457
CAN,3.322857,3.1505
CAN,3.215714,3.177647
CAN,3.010455,3.267
CAN,2.854211,3.23
CAN,2.712857,3.716667
CAN,2.695,3.318636
CAN,2.76,2.776316
CAN,2.707143,2.344286
CAN,2.508095,1.589048
CAN,2.323,1.231053
CAN,2.159565,1.062727
CAN,2.068571,0.898095
CAN,2.0675,0.6365
CAN,2.101818,0.56
CAN,2.105238,0.383636
CAN,2.145238,0.4205
CAN,2.412857,0.398095
CAN,2.575,0.386667
CAN,2.703809,0.3805
CAN,2.571905,0.379048
CAN,2.564,0.38
CAN,2.5825,0.375789
CAN,2.625909,0.385652
CAN,2.584762,0.487619
CAN,2.58619,0.6035
CAN,2.583182,0.724091
CAN,2.631,0.832857
CAN,2.77,0.902857
CAN,2.89,1.114286
CAN,3.099,1.157
CAN,3.295714,1.167143
CAN,3.469,1.179524
CAN,3.618572,1.18
CAN,3.763,1.188421
CAN,3.94087,1.183913
CAN,4.122632,1.184
CAN,4.258636,1.187143
CAN,4.417727,1.169545
CAN,4.378,1.17
CAN,4.344091,1.151818
CAN,4.3215,1.15
CAN,4.327619,1.1515
CAN,4.312381,1.159524
CAN,4.320588,1.156
CAN,4.333636,1.158571
CAN,4.348,1.16
CAN,4.345909,1.152273
CAN,4.35,1.147
CAN,4.368636,1.179545
CAN,4.529524,1.160952
CAN,4.68,1.16
CAN,4.947273,1.16
CAN,5.119473,1.16
CAN,4.915,1.16
CAN,4.767619,1.16
CAN,4.796316,1.16
CAN,4.246364,1.16
CAN,3.82,1.16
CAN,3.583,1.16
CAN,3.457,1.16
CAN,3.1505,1.16
CAN,3.177647,1.162
CAN,3.267,1.167273
CAN,3.23,1.17
CAN,3.716667,1.168
CAN,3.318636,1.166818
CAN,2.776316,1.17
CAN,2.344286,1.169
CAN,1.589048,1.17
CAN,1.231053,1.17
CAN,1.062727,1.17
CAN,0.898095,1.17
CAN,0.6365,1.177619
CAN,0.56,1.174286
CAN,0.383636,1.17
CAN,0.4205,1.17
CAN,0.398095,1.17
CAN,0.386667,1.17
CAN,0.3805,1.175263
CAN,0.379048,1.188571
CAN,0.38,1.122857
CAN,0.375789,0.886316
CAN,0.385652,0.893636
CAN,0.487619,0.896191
CAN,0.6035,0.89
CAN,0.724091,0.89
CAN,0.832857,0.740455
CAN,0.902857,0.61
CAN,1.114286,0.651905
CAN,1.157,0.714762
CAN,1.167143,0.7585
CAN,1.179524,0.817143
CAN,1.18,0.7965
CAN,1.188421,0.799
CAN,1.183913,0.8
CAN,1.184,0.83619
CAN,1.187143,0.836667
CAN,1.169545,0.827727
CAN,1.17,0.8105
CAN,1.151818,0.82
CAN,1.15,0.810952
CAN,1.1515,0.816
CAN,1.159524,0.82
CAN,1.156,0.823
CAN,1.158571,0.872381
CAN,1.16,0.876842
CAN,1.152273,0.845652
CAN,1.147,0.843158
CAN,1.179545,0.797727
CAN,1.160952,0.828636
CAN,1.16,1.123
CAN,1.16,1.198636
CAN,1.16,1.321
CAN,1.16,1.329048
CAN,1.16,1.328095
CAN,1.16,1.372105
CAN,1.16,1.552727
CAN,1.16,1.547895
CAN,1.16,1.59619
CAN,1.16,1.639048
CAN,1.16,1.65
CAN,1.162,1.65
CAN,1.167273,1.796191
CAN,1.17,1.842727
CAN,1.168,1.874737
CAN,1.166818,2.013182
CAN,1.17,2.131905
CAN,1.169,2.192631
CAN,1.17,2.142984
CAN,1.17,1.988763
CAN,1.17,1.862238
CAN,1.17,1.863494
CAN,1.177619,1.87211
CAN,1.174286,1.842199
CAN,1.17,1.839895
CAN,1.17,1.840029
CAN,1.17,1.832785
CAN,1.17,1.844795
CAN,1.175263,1.845125
CAN,1.188571,1.90931
CAN,1.122857,1.912474
CAN,0.886316,1.802298
CAN,0.893636,1.267285
CAN,0.896191,0.482846
CAN,0.89,0.344752
CAN,0.89,0.305564
CAN,0.740455,0.282999
CAN,0.61,0.25565
CAN,0.651905,0.251416
CAN,0.714762,0.245218
CAN,0.7585,0.237422
CAN,0.817143,0.235101
CAN,0.7965,0.197896
CAN,0.799,0.178039
DEU,4.36,3.88
DEU,4.47,3.95
DEU,4.71,4.28
DEU,4.59,4.52
DEU,4.64,4.69
DEU,5.25,4.8
DEU,5.58,5.08
DEU,5.44,5.27
DEU,5.61,5.36
DEU,6.1,6.66
DEU,5.38,6.58
DEU,5.06,6.55
DEU,4.66,5.23
DEU,4.13,5.36
DEU,3.73,5.69
DEU,3.34,6.21
DEU,3.23,6.35
DEU,3.13,6.81
DEU,3.16,6.89
DEU,3.09,7
DEU,3.06,6.8
DEU,4.05,7.88
DEU,3.71,7.73
DEU,3.83,7.57
DEU,2.93,5.69
DEU,2.94,5.56
DEU,3.02,5.04
DEU,3.08,4.48
DEU,3.08,3.69
DEU,3.13,3.98
DEU,3.29,3.51
DEU,3.26,3.56
DEU,3.2,3.43
DEU,4.45,4.2
DEU,4.33,4
DEU,4.35,4.07
DEU,3.29,3.32
DEU,3.31,3.45
DEU,3.53,3.52
DEU,3.56,3.64
DEU,3.6,3.68
DEU,3.83,3.72
DEU,3.98,3.59
DEU,3.81,3.55
DEU,3.75,3.54
DEU,5.13,4.75
DEU,5,4.5
DEU,4.98,4.44
DEU,3.33,3.87
DEU,3.33,3.91
DEU,3.46,4.21
DEU,3.55,4.4
DEU,3.69,4.38
DEU,3.75,5.5
DEU,3.69,5.78
DEU,3.91,6.5
DEU,4.08,6.94
DEU,5.42,7.42
DEU,5.5,7.69
DEU,5.36,8.83
DEU,3.88,9.29
DEU,3.95,9.51
DEU,4.28,9.81
DEU,4.52,9.86
DEU,4.69,9.93
DEU,4.8,9.88
DEU,5.08,9.59
DEU,5.27,9.16
DEU,5.36,9.36
DEU,6.66,9.53
DEU,6.58,8.84
DEU,6.55,8.12
DEU,5.23,7.5
DEU,5.36,7.47
DEU,5.69,7.46
DEU,6.21,6.36
DEU,6.35,6.16
DEU,6.81,6.8
DEU,6.89,7.66
DEU,7,7.56
DEU,6.8,7.59
DEU,7.88,7.8
DEU,7.73,6.79
DEU,7.57,6.63
DEU,5.69,5.19
DEU,5.56,4.88
DEU,5.04,4.8
DEU,4.48,4.78
DEU,3.69,4.71
DEU,3.98,4.65
DEU,3.51,4.65
DEU,3.56,4.8
DEU,3.43,5.32
DEU,4.2,6.88
DEU,4,8.07
DEU,4.07,8.6
DEU,3.32,7.89
DEU,3.45,7.96
DEU,3.52,8.77
DEU,3.64,10.62
DEU,3.68,12.42
DEU,3.72,13.62
DEU,3.59,14.3
DEU,3.55,14.57
DEU,3.54,14.25
DEU,4.75,14.49
DEU,4.5,13.62
DEU,4.44,13.2
DEU,3.87,12.09
DEU,3.91,10.67
DEU,4.21,11.2
DEU,4.4,10.07
DEU,4.38,9.1
DEU,5.5,9.46
DEU,5.78,9.48
DEU,6.5,9.65
DEU,6.94,9.69
DEU,7.42,9.78
DEU,7.69,9.04
DEU,8.83,8.6
DEU,9.29,7.74
DEU,9.51,6.43
DEU,9.81,5.71
DEU,9.86,4.89
DEU,9.93,4.99
DEU,9.88,4.88
DEU,9.59,4.66
DEU,9.16,3.88
DEU,9.36,3.93
DEU,9.53,4.07
DEU,8.84,4.12
DEU,8.12,4.21
DEU,7.5,3.93
DEU,7.47,3.72
DEU,7.46,3.74
DEU,6.36,3.62
DEU,6.16,3.77
DEU,6.8,4.14
DEU,7.66,4.47
DEU,7.56,4.56
DEU,7.59,4.56
DEU,7.8,4.85
DEU,6.79,4.69
DEU,6.63,4.93
DEU,5.19,4.78
DEU,4.88,4.71
DEU,4.8,4.73
DEU,4.78,4.62
DEU,4.71,4.44
DEU,4.65,4.28
DEU,4.65,4.29
DEU,4.8,4.12
DEU,5.32,4.15
DEU,6.88,4.13
DEU,8.07,4.15
DEU,8.6,3.98
DEU,7.89,3.58
DEU,7.96,3.46
DEU,8.77,3.51
DEU,10.62,3.56
DEU,12.42,3.6
DEU,13.62,3.68
DEU,14.3,3.75
DEU,14.57,3.7
DEU,14.25,3.7
DEU,14.49,3.95
DEU,13.62,3.85
DEU,13.2,4.06
DEU,12.09,3.89
DEU,10.67,4.15
DEU,11.2,4.47
DEU,10.07,5.54
DEU,9.1,5.92
DEU,9.46,6.46
DEU,9.48,6.84
DEU,9.65,7.09
DEU,9.69,7.89
DEU,9.78,8.76
DEU,9.04,9.65
DEU,8.6,9.58
DEU,7.74,8.86
DEU,6.43,8.97
DEU,5.71,9.64
DEU,4.89,10.22
DEU,4.99,10.26
DEU,4.88,10.11
DEU,4.66,9.7
DEU,3.88,8.98
DEU,3.93,8.97
DEU,4.07,9.08
DEU,4.12,9.45
DEU,4.21,10.2
DEU,3.93,9.47
DEU,3.72,10.67
DEU,3.74,13.6
DEU,3.62,13.19
DEU,3.77,13.2
DEU,4.14,13.09
DEU,4.47,12.96
DEU,4.56,12.9
DEU,4.56,12.5
DEU,4.85,11.78
DEU,4.69,11.08
DEU,4.93,10.82
DEU,4.78,10.46
DEU,4.71,10.27
DEU,4.73,9.87
DEU,4.62,9.33
DEU,4.44,9.18
DEU,4.28,9.28
DEU,4.29,9.46
DEU,4.12,9
DEU,4.15,8.18
DEU,4.13,7.58
DEU,4.15,7.31
DEU,3.98,6.62
DEU,3.58,5.82
DEU,3.46,5.83
DEU,3.51,5.45
DEU,3.56,5.2
DEU,3.6,5.33
DEU,3.68,5.57
DEU,3.75,5.57
DEU,3.7,5.71
DEU,3.7,5.88
DEU,3.95,6.18
DEU,3.85,6.3
DEU,4.06,6.48
DEU,3.89,6.12
DEU,4.15,5.95
DEU,4.47,5.86
DEU,5.54,5.84
DEU,5.92,6.1
DEU,6.46,6.13
DEU,6.84,6.13
DEU,7.09,6.02
DEU,7.89,5.82
DEU,8.76,6.07
DEU,9.65,5.96
DEU,9.58,5.83
DEU,8.86,5.87
DEU,8.97,6.16
DEU,9.64,6.39
DEU,10.22,6.02
DEU,10.26,5.84
DEU,10.11,5.68
DEU,9.7,5.34
DEU,8.98,4.79
DEU,8.97,4.71
DEU,9.08,4.84
DEU,9.45,4.88
DEU,10.2,4.86
DEU,9.47,4.72
DEU,10.67,4.54
DEU,13.6,4.56
DEU,13.19,4.53
DEU,13.2,4.62
DEU,13.09,4.65
DEU,12.96,4.65
DEU,12.9,4.61
DEU,12.5,4.53
DEU,11.78,4.64
DEU,11.08,4.73
DEU,10.82,4.84
DEU,10.46,4.54
DEU,10.27,4.03
DEU,9.87,4.04
DEU,9.33,3.91
DEU,9.18,3.81
DEU,9.28,3.73
DEU,9.46,3.86
DEU,9,4
DEU,8.18,4.04
DEU,7.58,4.74
DEU,7.31,3.98
DEU,6.62,3.71
DEU,5.82,3.46
DEU,5.83,3.37
DEU,5.45,3.44
DEU,5.2,3.43
DEU,5.33,3.58
DEU,5.57,3.93
DEU,5.57,4.93
DEU,5.71,5.37
DEU,5.88,5.02
DEU,6.18,5.1
DEU,6.3,4.95
DEU,6.48,5.39
DEU,6.12,5.7
DEU,5.95,6.43
DEU,5.86,6.67
DEU,5.84,6.48
DEU,6.1,7.02
DEU,6.13,7.02
DEU,6.13,7.09
DEU,6.02,7.07
DEU,5.82,7.41
DEU,6.07,8.13
DEU,5.96,8.29
DEU,5.83,8.11
DEU,5.87,8.3
DEU,6.16,8.31
DEU,6.39,8.48
DEU,6.02,8.27
DEU,5.84,8.33
DEU,5.68,8.3
DEU,5.34,8.26
DEU,4.79,8.45
DEU,4.71,8.47
DEU,4.84,8.6
DEU,4.88,8.88
DEU,4.86,9.21
DEU,4.72,9.35
DEU,4.54,9.08
DEU,4.56,9.09
DEU,4.53,9.18
DEU,4.62,9.08
DEU,4.65,9.06
DEU,4.65,9.15
DEU,4.61,9.31
DEU,4.53,9.27
DEU,4.64,9.38
DEU,4.73,9.43
DEU,4.84,9.58
DEU,4.54,9.53
DEU,4.03,9.61
DEU,4.04,9.7
DEU,3.91,9.75
DEU,3.81,9.79
DEU,3.73,9.75
DEU,3.86,9.78
DEU,4,9.88
DEU,4.04,9.5
DEU,4.74,8.94
DEU,3.98,8.94
DEU,3.71,9.04
DEU,3.46,8.59
DEU,3.37,8.4
DEU,3.44,7.98
DEU,3.43,7.92
DEU,3.58,7.51
DEU,3.93,7.6
DEU,4.93,7.24
DEU,5.37,6.61
DEU,5.02,6.63
DEU,5.1,6.64
DEU,4.95,6.31
DEU,5.39,6.11
DEU,5.7,5.89
DEU,6.43,5.91
DEU,6.67,5.84
DEU,6.48,5.59
DEU,7.02,5.2
DEU,7.02,5.07
DEU,7.09,4.97
DEU,7.07,5
DEU,7.41,5.07
DEU,8.13,5.22
DEU,8.29,5.21
DEU,8.11,5.4
DEU,8.3,5.16
DEU,8.31,5.1
DEU,8.48,5.07
DEU,8.27,4.68
DEU,8.33,4.59
DEU,8.3,4.53
DEU,8.26,4.56
DEU,8.45,4.46
DEU,8.47,4.19
DEU,8.6,4.09
DEU,8.88,4.01
DEU,9.21,3.94
DEU,9.35,3.61
DEU,9.08,3.35
DEU,9.09,3.36
DEU,9.18,3.33
DEU,9.08,3.29
DEU,9.06,3.39
DEU,9.15,3.38
DEU,9.31,3.29
DEU,9.27,3.12
DEU,9.38,3.12
DEU,9.43,3.19
DEU,9.58,3.23
DEU,9.53,3.14
DEU,9.61,3.19
DEU,9.7,3.26
DEU,9.75,3.23
DEU,9.79,3.17
DEU,9.75,3.14
DEU,9.78,3.14
DEU,9.88,3.26
DEU,9.5,3.31
DEU,8.94,3.58
DEU,8.94,3.74
DEU,9.04,3.74
DEU,8.59,3.57
DEU,8.4,3.51
DEU,7.98,3.52
DEU,7.92,3.63
DEU,7.51,3.63
DEU,7.6,3.56
DEU,7.24,3.54
DEU,6.61,3.5
DEU,6.63,3.49
DEU,6.64,3.57
DEU,6.31,3.63
DEU,6.11,3.38
DEU,5.89,3.1321
DEU,5.91,3.0934
DEU,5.84,3.0467
DEU,5.59,2.6965
DEU,5.2,2.579
DEU,5.07,2.6267
DEU,4.97,2.6765
DEU,5,2.695
DEU,5.07,2.7267
DEU,5.22,3.3757
DEU,5.21,3.4677
DEU,5.4,3.446
DEU,5.16,3.3431
DEU,5.1,3.5368
DEU,5.07,3.747
DEU,4.68,3.9253
DEU,4.59,4.362
DEU,4.53,4.5017
DEU,4.56,4.5829
DEU,4.46,4.7771
DEU,4.19,4.8528
DEU,4.09,5.0413
DEU,4.01,5.092
DEU,3.94,4.9392
DEU,3.61,4.7707
DEU,3.35,4.7558
DEU,3.36,4.7086
DEU,3.33,4.682
DEU,3.29,4.6367
DEU,3.39,4.4536
DEU,3.38,4.4671
DEU,3.29,4.3535
DEU,3.12,3.9829
DEU,3.12,3.5999
DEU,3.19,3.3857
DEU,3.23,3.3449
DEU,3.14,3.3388
DEU,3.19,3.3571
DEU,3.26,3.3908
DEU,3.23,3.4069
DEU,3.17,3.4671
DEU,3.14,3.464
DEU,3.14,3.41
DEU,3.26,3.3519
DEU,3.31,3.3101
DEU,3.58,3.2613
DEU,3.74,3.1241
DEU,3.74,2.941
DEU,3.57,2.8318
DEU,3.51,2.6875
DEU,3.52,2.53
DEU,3.63,2.5333
DEU,3.63,2.4005
DEU,3.56,2.1519
DEU,3.54,2.13
DEU,3.5,2.1404
DEU,3.49,2.1473
DEU,3.57,2.1436
DEU,3.63,2.159
DEU,3.38,2.1463
DEU,3.1321,2.0895
DEU,3.0934,2.0705
DEU,3.0467,2.0288
DEU,2.6965,2.0488
DEU,2.579,2.0859
DEU,2.6267,2.1127
DEU,2.6765,2.116
DEU,2.695,2.1143
DEU,2.7267,2.1186
DEU,3.3757,2.1473
DEU,3.4677,2.1703
DEU,3.446,2.1732
DEU,3.3431,2.1454
DEU,3.5368,2.1383
DEU,3.747,2.1372
DEU,3.9253,2.1372
DEU,4.362,2.1256
DEU,4.5017,2.111
DEU,4.5829,2.1194
DEU,4.7771,2.1325
DEU,4.8528,2.1391
DEU,5.0413,2.1966
DEU,5.092,2.3609
DEU,4.9392,2.4729
DEU,4.7707,2.5117
DEU,4.7558,2.6004
DEU,4.7086,2.7226
DEU,4.682,2.7938
DEU,4.6367,2.889
DEU,4.4536,2.9857
DEU,4.4671,3.1022
DEU,4.3535,3.2265
DEU,3.9829,3.3354
DEU,3.5999,3.502
DEU,3.3857,3.5972
DEU,3.3449,3.6842
DEU,3.3388,3.7519
DEU,3.3571,3.8182
DEU,3.3908,3.8909
DEU,3.4069,3.9753
DEU,3.4671,4.0714
DEU,3.464,4.1478
DEU,3.41,4.2162
DEU,3.3519,4.5436
DEU,3.3101,4.7417
DEU,3.2613,4.6874
DEU,3.1241,4.6385
DEU,2.941,4.8484
DEU,2.8318,4.4815
DEU,2.6875,4.3621
DEU,2.53,4.5964
DEU,2.5333,4.7835
DEU,2.4005,4.8574
DEU,2.1519,4.9405
DEU,2.13,4.961
DEU,2.1404,4.9652
DEU,2.1473,5.0192
DEU,2.1436,5.1131
DEU,2.159,4.2383
DEU,2.1463,3.2926
DEU,2.0895,2.4565
DEU,2.0705,1.9431
DEU,2.0288,1.6355
DEU,2.0488,1.4223
DEU,2.0859,1.2817
DEU,2.1127,1.2279
DEU,2.116,0.975
DEU,2.1143,0.8605
DEU,2.1186,0.7721
DEU,2.1473,0.7375
DEU,2.1703,0.7162
DEU,2.1732,0.712
DEU,2.1454,0.6797
DEU,2.1383,0.6617
DEU,2.1372,0.645
DEU,2.1372,0.6447
DEU,2.1256,0.6865
DEU,2.111,0.7276
DEU,2.1194,0.8488
DEU,2.1325,0.8955
DEU,2.1391,0.8805
DEU,2.1966,0.9977
DEU,2.3609,1.042
DEU,2.4729,1.0217
DEU,2.5117,1.0172
DEU,2.6004,1.0867
DEU,2.7226,1.1755
DEU,2.7938,1.3212
DEU,2.889,1.4251
DEU,2.9857,1.4886
DEU,3.1022,1.5976
DEU,3.2265,1.5521
DEU,3.3354,1.5365
DEU,3.502,1.5759
DEU,3.5972,1.4847
DEU,3.6842,1.4261
DEU,3.7519,1.2222
DEU,3.8182,1.0483
DEU,3.8909,0.8585
DEU,3.9753,0.7443
DEU,4.0714,0.6849
DEU,4.1478,0.6589
DEU,4.2162,0.497
DEU,4.5436,0.3324
DEU,4.7417,0.2463
DEU,4.6874,0.2079
DEU,4.6385,0.192
DEU,4.8484,0.1855
DEU,4.4815,0.2049
DEU,4.3621,0.2234
DEU,4.5964,0.2061
DEU,4.7835,0.2089
DEU,4.8574,0.2012
DEU,4.9405,0.2103
DEU,4.961,0.2214
DEU,4.9652,0.2259
DEU,5.0192,0.2232
DEU,5.1131,0.2258
DEU,4.2383,0.2234
DEU,3.2926,0.2735
DEU,2.4565,0.292
DEU,1.9431,0.2881
DEU,1.6355,0.3053
DEU,1.4223,0.3297
DEU,1.2817,0.3246
DEU,1.2279,0.2414
DEU,0.975,0.205
DEU,0.8605,0.1916
DEU,0.7721,0.0971
DEU,0.7375,0.0826
DEU,0.7162,0.0809
DEU,0.712,0.0809
DEU,0.6797,0.0627
DEU,0.6617,0.0482
DEU,0.645,0.0272
DEU,0.6447,0.0047
DEU,0.6865,-0.0104
DEU,0.7276,-0.0139
DEU,0.8488,-0.0187
DEU,0.8955,-0.0277
DEU,0.8805,-0.037
DEU,0.9977,-0.0536
DEU,1.042,-0.0876
DEU,1.0217,-0.1263
DEU,1.0172,-0.1461
DEU,1.0867,-0.1836
DEU,1.1755,-0.2285
DEU,1.3212,-0.2492
DEU,1.4251,-0.2572
DEU,1.4886,-0.2679
DEU,1.5976,-0.2945
DEU,1.5521,-0.2982
DEU,1.5365,-0.3016
DEU,1.5759,-0.309
DEU,1.4847,-0.3127
DEU,1.4261,-0.3158
DEU,1.2222,-0.3255
DEU,1.0483,-0.3286
DEU,0.8585,-0.3293
DEU,0.7443,-0.3304
DEU,0.6849,-0.3295
DEU,0.6589,-0.33
DEU,0.497,-0.3304
DEU,0.3324,-0.3291
DEU,0.2463,-0.3294
DEU,0.2079,-0.3295
DEU,0.192,-0.329
DEU,0.1855,-0.3279
DEU,0.2049,-0.3285
DEU,0.2234,-0.3285
DEU,0.2061,-0.3279
DEU,0.2089,-0.3285
DEU,0.2012,-0.3252
DEU,0.2103,-0.322
DEU,0.2214,-0.3207
DEU,0.2259,-0.319
DEU,0.2232,-0.3188
DEU,0.2258,-0.3177
DEU,0.2234,-0.3164
DEU,0.2735,-0.3119
DEU,0.292,-0.308
DEU,0.2881,-0.3084
DEU,0.3053,-0.3092
DEU,0.3297,-0.3105
DEU,0.3246,-0.3119
DEU,0.2414,-0.3289
DEU,0.205,-0.3649
DEU,0.1916,-0.4077
DEU,0.0971,-0.4176
DEU,0.0826,-0.4129
DEU,0.0809,-0.4013
DEU,0.0809,-0.3947
DEU,0.0627,-0.3911
DEU,0.0482,-0.4088
DEU,0.0272,-0.4166
DEU,0.0047,-0.254
DEU,-0.0104,-0.272
DEU,-0.0139,-0.376
DEU,-0.0187,-0.4441
DEU,-0.0277,-0.4797
DEU,-0.037,-0.4914
DEU,-0.0536,-0.5091
DEU,-0.0876,-0.5209
DEU,-0.1263,-0.5381
DEU,-0.1461,-0.5472
DEU,-0.1836,-0.5417
PRT,13.113,4.3
PRT,11.417,4.4
PRT,11.023,4.3
PRT,11.313,4
PRT,11.519,3.8
PRT,11.667,3.4
PRT,11.081,3.1321
PRT,9.997,3.0934
PRT,9.62,3.0467
PRT,11.877,2.6965
PRT,11.072,2.579
PRT,13.697,2.6267
PRT,12.706,2.6765
PRT,11.937,2.695
PRT,10.663,2.7267
PRT,10.159,3.3757
PRT,9.995,3.4677
PRT,10.476,3.446
PRT,10.677,3.3431
PRT,9.881,3.5368
PRT,11.023,3.747
PRT,10.763,3.9253
PRT,9.96,4.362
PRT,9.878,4.5017
PRT,9.495,4.5829
PRT,9.262,4.7771
PRT,9.254,4.8528
PRT,9.271,5.0413
PRT,9.054,5.092
PRT,8.922,4.9392
PRT,8.4,4.7707
PRT,8.1,4.7558
PRT,8,4.7086
PRT,7.5,4.682
PRT,7.2,4.6367
PRT,7.3,4.4536
PRT,7.3,4.4671
PRT,7.2,4.3535
PRT,7.2,3.9829
PRT,6.9,3.5999
PRT,6.9,3.3857
PRT,6.4,3.3449
PRT,6.2,3.3388
PRT,6.2,3.3571
PRT,6.3,3.3908
PRT,6,3.4069
PRT,5.7,3.4671
PRT,5.9,3.464
PRT,5.8,3.41
PRT,5.5,3.3519
PRT,5.4,3.3101
PRT,5.3,3.2613
PRT,5.4,3.1241
PRT,5.2,2.941
PRT,4.8,2.8318
PRT,4.7,2.6875
PRT,4.6,2.53
PRT,4.5,2.5333
PRT,4.5,2.4005
PRT,4.4,2.1519
PRT,4.3,2.13
PRT,4.4,2.1404
PRT,4.3,2.1473
PRT,4,2.1436
PRT,3.8,2.159
PRT,3.4,2.1463
PRT,3.1321,2.0895
PRT,3.0934,2.0705
PRT,3.0467,2.0288
PRT,2.6965,2.0488
PRT,2.579,2.0859
PRT,2.6267,2.1127
PRT,2.6765,2.116
PRT,2.695,2.1143
PRT,2.7267,2.1186
PRT,3.3757,2.1473
PRT,3.4677,2.1703
PRT,3.446,2.1732
PRT,3.3431,2.1454
PRT,3.5368,2.1383
PRT,3.747,2.1372
PRT,3.9253,2.1372
PRT,4.362,2.1256
PRT,4.5017,2.111
PRT,4.5829,2.1194
PRT,4.7771,2.1325
PRT,4.8528,2.1391
PRT,5.0413,2.1966
PRT,5.092,2.3609
PRT,4.9392,2.4729
PRT,4.7707,2.5117
PRT,4.7558,2.6004
PRT,4.7086,2.7226
PRT,4.682,2.7938
PRT,4.6367,2.889
PRT,4.4536,2.9857
PRT,4.4671,3.1022
PRT,4.3535,3.2265
PRT,3.9829,3.3354
PRT,3.5999,3.502
PRT,3.3857,3.5972
PRT,3.3449,3.6842
PRT,3.3388,3.7519
PRT,3.3571,3.8182
PRT,3.3908,3.8909
PRT,3.4069,3.9753
PRT,3.4671,4.0714
PRT,3.464,4.1478
PRT,3.41,4.2162
PRT,3.3519,4.5436
PRT,3.3101,4.7417
PRT,3.2613,4.6874
PRT,3.1241,4.6385
PRT,2.941,4.8484
PRT,2.8318,4.4815
PRT,2.6875,4.3621
PRT,2.53,4.5964
PRT,2.5333,4.7835
PRT,2.4005,4.8574
PRT,2.1519,4.9405
PRT,2.13,4.961
PRT,2.1404,4.9652
PRT,2.1473,5.0192
PRT,2.1436,5.1131
PRT,2.159,4.2383
PRT,2.1463,3.2926
PRT,2.0895,2.4565
PRT,2.0705,1.9431
PRT,2.0288,1.6355
PRT,2.0488,1.4223
PRT,2.0859,1.2817
PRT,2.1127,1.2279
PRT,2.116,0.975
PRT,2.1143,0.8605
PRT,2.1186,0.7721
PRT,2.1473,0.7375
PRT,2.1703,0.7162
PRT,2.1732,0.712
PRT,2.1454,0.6797
PRT,2.1383,0.6617
PRT,2.1372,0.645
PRT,2.1372,0.6447
PRT,2.1256,0.6865
PRT,2.111,0.7276
PRT,2.1194,0.8488
PRT,2.1325,0.8955
PRT,2.1391,0.8805
PRT,2.1966,0.9977
PRT,2.3609,1.042
PRT,2.4729,1.0217
PRT,2.5117,1.0172
PRT,2.6004,1.0867
PRT,2.7226,1.1755
PRT,2.7938,1.3212
PRT,2.889,1.4251
PRT,2.9857,1.4886
PRT,3.1022,1.5976
PRT,3.2265,1.5521
PRT,3.3354,1.5365
PRT,3.502,1.5759
PRT,3.5972,1.4847
PRT,3.6842,1.4261
PRT,3.7519,1.2222
PRT,3.8182,1.0483
PRT,3.8909,0.8585
PRT,3.9753,0.7443
PRT,4.0714,0.6849
PRT,4.1478,0.6589
PRT,4.2162,0.497
PRT,4.5436,0.3324
PRT,4.7417,0.2463
PRT,4.6874,0.2079
PRT,4.6385,0.192
PRT,4.8484,0.1855
PRT,4.4815,0.2049
PRT,4.3621,0.2234
PRT,4.5964,0.2061
PRT,4.7835,0.2089
PRT,4.8574,0.2012
PRT,4.9405,0.2103
PRT,4.961,0.2214
PRT,4.9652,0.2259
PRT,5.0192,0.2232
PRT,5.1131,0.2258
PRT,4.2383,0.2234
PRT,3.2926,0.2735
PRT,2.4565,0.292
PRT,1.9431,0.2881
PRT,1.6355,0.3053
PRT,1.4223,0.3297
PRT,1.2817,0.3246
PRT,1.2279,0.2414
PRT,0.975,0.205
PRT,0.8605,0.1916
PRT,0.7721,0.0971
PRT,0.7375,0.0826
PRT,0.7162,0.0809
PRT,0.712,0.0809
PRT,0.6797,0.0627
PRT,0.6617,0.0482
PRT,0.645,0.0272
PRT,0.6447,0.0047
PRT,0.6865,-0.0104
PRT,0.7276,-0.0139
PRT,0.8488,-0.0187
PRT,0.8955,-0.0277
PRT,0.8805,-0.037
PRT,0.9977,-0.0536
PRT,1.042,-0.0876
PRT,1.0217,-0.1263
PRT,1.0172,-0.1461
PRT,1.0867,-0.1836
PRT,1.1755,-0.2285
PRT,1.3212,-0.2492
PRT,1.4251,-0.2572
PRT,1.4886,-0.2679
PRT,1.5976,-0.2945
PRT,1.5521,-0.2982
PRT,1.5365,-0.3016
PRT,1.5759,-0.309
PRT,1.4847,-0.3127
PRT,1.4261,-0.3158
PRT,1.2222,-0.3255
PRT,1.0483,-0.3286
PRT,0.8585,-0.3293
PRT,0.7443,-0.3304
PRT,0.6849,-0.3295
PRT,0.6589,-0.33
PRT,0.497,-0.3304
PRT,0.3324,-0.3291
PRT,0.2463,-0.3294
PRT,0.2079,-0.3295
PRT,0.192,-0.329
PRT,0.1855,-0.3279
PRT,0.2049,-0.3285
