LOCATION,short_rate(t),short_rate(t+5y)
NOR,12.5,3.97
NOR,14.63,3.95
NOR,15.42,3.87
NOR,10.59,3.82
NOR,9.32,3.84
NOR,8.79,4.08
NOR,8.35,4.15
NOR,7.32,4.47
NOR,6.83,4.82
NOR,6.48,5.35
NOR,5.96,6.74
NOR,6.34,8.03
NOR,6.18,7.92
NOR,5.45,7.96
NOR,5.57,8.24
NOR,5.36,7.72
NOR,5.09,7.27
NOR,5.25,6.88
NOR,5.46,6.55
NOR,5.15,6.66
NOR,5.43,6.48
NOR,5.53,6.35
NOR,5.86,6.09
NOR,6.68,5.97
NOR,6.89,6.37
NOR,7.27,6.15
NOR,6.24,5.97
NOR,5.76,5.88
NOR,5.46,5.89
NOR,5.39,6
NOR,5.36,6.23
NOR,5.67,6.5
NOR,5.79,6.72
NOR,5.62,6.91
NOR,5.34,7.12
NOR,5.36,7.33
NOR,5.34,7.52
NOR,5.22,7.43
NOR,5.43,7.42
NOR,5.48,7.41
NOR,5.26,7.32
NOR,4.92,7.39
NOR,4.7,7.48
NOR,4.76,7.45
NOR,4.93,7.42
NOR,4.99,7.37
NOR,5.02,7.31
NOR,5.09,7.14
NOR,5.04,6.94
NOR,4.39,6.9
NOR,4.14,6.59
NOR,3.52,6.32
NOR,3.52,6.57
NOR,3.51,6.72
NOR,3.5,6.77
NOR,3.46,6.9
NOR,3.51,7.12
NOR,4,7.25
NOR,4.04,7.26
NOR,3.94,7.15
NOR,3.97,7.12
NOR,3.95,7.09
NOR,3.87,6.62
NOR,3.82,5.99
NOR,3.84,5.69
NOR,4.08,5.49
NOR,4.15,5.26
NOR,4.47,4.92
NOR,4.82,4.04
NOR,5.35,3.45
NOR,6.74,3.14
NOR,8.03,2.81
NOR,7.92,2.86
NOR,7.96,2.89
NOR,8.24,2.64
NOR,7.72,2.26
NOR,7.27,2.01
NOR,6.88,1.84
NOR,6.55,1.97
NOR,6.66,1.99
NOR,6.48,2.03
NOR,6.35,2.02
NOR,6.09,2.02
NOR,5.97,1.96
NOR,6.37,2
NOR,6.15,1.99
NOR,5.97,1.99
NOR,5.88,1.96
NOR,5.89,1.92
NOR,6,2.02
NOR,6.23,2.05
NOR,6.5,2.08
NOR,6.72,2.15
NOR,6.91,2.22
NOR,7.12,2.25
NOR,7.33,2.35
NOR,7.52,2.45
NOR,7.43,2.54
NOR,7.42,2.55
NOR,7.41,2.52
NOR,7.32,2.57
NOR,7.39,2.72
NOR,7.48,2.82
NOR,7.45,2.94
NOR,7.42,3.03
NOR,7.37,3.09
NOR,7.31,3.23
NOR,7.14,3.37
NOR,6.94,3.48
NOR,6.9,3.62
NOR,6.59,3.8
NOR,6.32,3.98
NOR,6.57,4.2
NOR,6.72,4.43
NOR,6.77,4.54
NOR,6.9,4.6
NOR,7.12,4.75
NOR,7.25,4.89
NOR,7.26,5.18
NOR,7.15,5.51
NOR,7.12,5.67
NOR,7.09,5.78
NOR,6.62,5.96
NOR,5.99,5.79
NOR,5.69,5.91
NOR,5.49,6.18
NOR,5.26,6.3
NOR,4.92,6.48
NOR,4.04,6.41
NOR,3.45,6.46
NOR,3.14,6.53
NOR,2.81,6.82
NOR,2.86,6.92
NOR,2.89,6.18
NOR,2.64,4.64
NOR,2.26,3.7
NOR,2.01,3.48
NOR,1.84,3.17
NOR,1.97,2.87
NOR,1.99,2.4
NOR,2.03,2.1
NOR,2.02,1.87
NOR,2.02,1.88
NOR,1.96,1.93
NOR,2,2.03
NOR,1.99,2.05
NOR,1.99,2.08
NOR,1.96,2.25
NOR,1.92,2.27
NOR,2.02,2.3
NOR,2.05,2.39
NOR,2.08,2.5
NOR,2.15,2.67
NOR,2.22,2.69
NOR,2.25,2.65
NOR,2.35,2.64
NOR,2.45,2.56
NOR,2.54,2.51
NOR,2.55,2.59
NOR,2.52,2.59
NOR,2.57,2.61
NOR,2.72,2.62
NOR,2.82,2.69
NOR,2.94,2.72
NOR,3.03,2.85
NOR,3.09,2.94
NOR,3.23,3.1
NOR,3.37,3.08
NOR,3.48,3.08
NOR,3.62,3.16
NOR,3.8,3.02
NOR,3.98,2.7
NOR,4.2,2.67
NOR,4.43,2.43
NOR,4.54,2.32
NOR,4.6,2.32
NOR,4.75,2.34
NOR,4.89,2.24
NOR,5.18,2.13
NOR,5.51,1.96
NOR,5.67,1.92
NOR,5.78,1.92
NOR,5.96,1.87
NOR,5.79,1.86
NOR,5.91,1.9005
NOR,6.18,1.848947
NOR,6.3,1.821429
NOR,6.48,1.763684
NOR,6.41,1.7335
NOR,6.46,1.688261
NOR,6.53,1.723182
NOR,6.82,1.713809
NOR,6.92,1.685217
NOR,6.18,1.663333
NOR,4.64,1.658947
NOR,3.7,1.649091
NOR,3.48,1.699
NOR,3.17,1.707619
NOR,2.87,1.752105
NOR,2.4,1.819
NOR,2.1,1.804
NOR,1.87,1.715217
NOR,1.88,1.722381
NOR,1.93,1.700909
NOR,2.03,1.625652
NOR,2.05,1.659
NOR,2.08,1.5345
NOR,2.25,1.388095
NOR,2.27,1.38
NOR,2.3,1.38
NOR,2.39,1.47
NOR,2.5,1.49
NOR,2.67,1.35
NOR,2.69,1.27
NOR,2.65,1.2
NOR,2.64,1.16
NOR,2.56,1.11
NOR,2.51,1.15
NOR,2.59,1.14
NOR,2.59,1.16
NOR,2.61,1.09
NOR,2.62,1.02
NOR,2.69,0.98
NOR,2.72,0.98
NOR,2.85,1.02
NOR,2.94,1.01
NOR,3.1,1.08
NOR,3.08,1.09
NOR,3.08,1.11
NOR,3.16,1.1
NOR,3.02,1.16
NOR,2.7,1.08
NOR,2.67,1.02
NOR,2.43,0.96
NOR,2.32,0.98
NOR,2.32,0.9
NOR,2.34,0.87
NOR,2.24,0.84
NOR,2.13,0.8
NOR,1.96,0.8
NOR,1.92,0.82
NOR,1.92,0.78
NOR,1.87,0.83
NOR,1.86,0.84
NOR,1.9005,0.93
NOR,1.848947,1.07
NOR,1.821429,1.14
NOR,1.763684,1.07
NOR,1.7335,1.01
NOR,1.688261,1.04
NOR,1.723182,1.04
NOR,1.713809,1.09
NOR,1.685217,1.09
NOR,1.663333,1.2
NOR,1.658947,1.28
NOR,1.649091,1.26
NOR,1.699,1.27
NOR,1.707619,1.34
NOR,1.752105,1.4
NOR,1.819,1.46
NOR,1.804,1.51
NOR,1.715217,1.57
NOR,1.722381,1.61
NOR,1.700909,1.7
NOR,1.625652,1.81
NOR,1.659,1.85
NOR,1.5345,1.85
NOR,1.388095,1.83
NOR,1.38,1.75
NOR,1.38,1.39
NOR,1.47,0.76
NOR,1.49,0.3
NOR,1.35,0.34
NOR,1.27,0.32
NOR,1.2,0.25
NOR,1.16,0.27
NOR,1.11,0.33
NOR,1.15,0.36
NOR,1.14,0.49
NOR,1.16,0.48
NOR,1.09,0.45
JPN,0.1,0.65
JPN,0.08,0.67
JPN,0.09,0.73
JPN,0.09,0.77
JPN,0.07,0.84
JPN,0.08,0.85
JPN,0.08,0.85
JPN,0.08,0.87
JPN,0.1,0.86
JPN,0.1,0.85
JPN,0.09,0.85
JPN,0.08,0.84
JPN,0.08,0.84
JPN,0.08,0.84
JPN,0.09,0.86
JPN,0.09,0.85
JPN,0.09,0.85
JPN,0.09,0.87
JPN,0.09,0.89
JPN,0.08,0.88
JPN,0.1,0.74
JPN,0.09,0.72
JPN,0.09,0.71
JPN,0.08,0.65
JPN,0.08,0.6
JPN,0.08,0.57
JPN,0.09,0.56
JPN,0.09,0.55
JPN,0.09,0.54
JPN,0.09,0.54
JPN,0.09,0.53
JPN,0.09,0.51
JPN,0.1,0.46
JPN,0.1,0.45
JPN,0.1,0.44
JPN,0.08,0.43
JPN,0.08,0.4
JPN,0.08,0.39
JPN,0.09,0.38
JPN,0.09,0.37
JPN,0.09,0.36
JPN,0.09,0.36
JPN,0.09,0.34
JPN,0.09,0.34
JPN,0.1,0.34
JPN,0.1036,0.34
JPN,0.11,0.34
JPN,0.1255,0.33615
JPN,0.14,0.33286
JPN,0.27,0.33214
JPN,0.35,0.33214
JPN,0.44,0.33214
JPN,0.432,0.32857
JPN,0.436,0.32929
JPN,0.447,0.32929
JPN,0.502,0.32929
JPN,0.54,0.32929
JPN,0.54,0.33077
JPN,0.66,0.33167
JPN,0.66,0.33167
JPN,0.65,0.33167
JPN,0.67,0.33167
JPN,0.73,0.33455
JPN,0.77,0.32727
JPN,0.84,0.32727
JPN,0.85,0.32727
JPN,0.85,0.32636
JPN,0.87,0.31818
JPN,0.86,0.30818
JPN,0.85,0.29182
JPN,0.85,0.26909
JPN,0.84,0.25
JPN,0.84,0.22818
JPN,0.84,0.22818
JPN,0.86,0.22818
JPN,0.85,0.228
JPN,0.85,0.228
JPN,0.87,0.228
JPN,0.89,0.221
JPN,0.88,0.22
JPN,0.74,0.22
JPN,0.72,0.22
JPN,0.71,0.212
JPN,0.65,0.212
JPN,0.6,0.212
JPN,0.57,0.21
JPN,0.56,0.21
JPN,0.55,0.21
JPN,0.54,0.21
JPN,0.54,0.21
JPN,0.53,0.192
JPN,0.51,0.182
JPN,0.46,0.179
JPN,0.45,0.173
JPN,0.44,0.171
JPN,0.43,0.17
JPN,0.4,0.17
JPN,0.39,0.169
JPN,0.38,0.169
JPN,0.37,0.169
JPN,0.36,0.169
JPN,0.36,0.169
JPN,0.34,0.169
JPN,0.34,0.169
JPN,0.34,0.169
JPN,0.34,0.169
JPN,0.34,0.098
JPN,0.33615,0.098
JPN,0.33286,0.06
JPN,0.33214,0.06
JPN,0.33214,0.059
JPN,0.33214,0.058
JPN,0.32857,0.058
JPN,0.32929,0.056
JPN,0.32929,0.056
JPN,0.32929,0.056
JPN,0.32929,0.056
JPN,0.33077,0.056
JPN,0.33167,0.056
JPN,0.33167,0.056
JPN,0.33167,0.056
JPN,0.33167,0.056
JPN,0.33455,0.056
JPN,0.32727,0.075
JPN,0.32727,0.056
JPN,0.32727,0.056
JPN,0.32636,0.063
JPN,0.31818,0.063
JPN,0.30818,0.063
JPN,0.29182,0.068
JPN,0.26909,0.068
JPN,0.25,0.097
JPN,0.22818,0.097
JPN,0.22818,0.078
JPN,0.22818,0.078
JPN,0.228,0.091
JPN,0.228,0.091
JPN,0.228,0.05
JPN,0.221,0.05
JPN,0.22,0.05
JPN,0.22,0.05
JPN,0.22,0.03
JPN,0.212,0.03
JPN,0.212,0.05
JPN,0.212,0.05
JPN,0.21,0.049
JPN,0.21,0.049
JPN,0.21,0.049
JPN,0.21,0.009
JPN,0.21,0.009
JPN,0.192,0.009
JPN,0.182,0.018
JPN,0.179,0.021
JPN,0.173,0.021
JPN,0.171,0.021
JPN,0.17,0.006
JPN,0.17,-0.039
JPN,0.169,-0.042
JPN,0.169,-0.042
JPN,0.169,-0.065
JPN,0.169,-0.065
JPN,0.169,-0.055
JPN,0.169,-0.055
JPN,0.169,-0.055
JPN,0.169,-0.055
JPN,0.169,-0.055
GRC,11.548,3.464
GRC,11.59696,3.41
GRC,11.4065,3.3519
GRC,11.06091,3.3101
GRC,13.03955,3.2613
GRC,23.8245,3.1241
GRC,15.30476,2.941
GRC,19.012,2.8318
GRC,16.886,2.6875
GRC,14.52,2.53
GRC,12.917,2.5333
GRC,13.1585,2.4005
GRC,13.37048,2.1519
GRC,12.98435,2.13
GRC,13.65095,2.1404
GRC,13.89636,2.1473
GRC,12.71286,2.1436
GRC,12.00381,2.159
GRC,11.87364,2.1463
GRC,11.69,2.0895
GRC,10.66421,2.0705
GRC,10.05045,2.0288
GRC,10.0845,2.0488
GRC,9.945,2.0859
GRC,10.07318,2.1127
GRC,10.05818,2.116
GRC,10.10455,2.1143
GRC,10.00955,2.1186
GRC,10.298,2.1473
GRC,10.96409,2.1703
GRC,9.816363,2.1732
GRC,9.128,2.1454
GRC,8.717619,2.1383
GRC,8.897727,2.1372
GRC,8.685264,2.1372
GRC,8.499091,2.1256
GRC,8.412857,2.111
GRC,8.16381,2.1194
GRC,8.060909,2.1325
GRC,7.565238,2.1391
GRC,7.025,2.1966
GRC,6.246364,2.3609
GRC,5.213895,2.4729
GRC,4.7707,2.5117
GRC,4.7558,2.6004
GRC,4.7086,2.7226
GRC,4.682,2.7938
GRC,4.6367,2.889
GRC,4.4536,2.9857
GRC,4.4671,3.1022
GRC,4.3535,3.2265
GRC,3.9829,3.3354
GRC,3.5999,3.502
GRC,3.3857,3.5972
GRC,3.3449,3.6842
GRC,3.3388,3.7519
GRC,3.3571,3.8182
GRC,3.3908,3.8909
GRC,3.4069,3.9753
GRC,3.4671,4.0714
GRC,3.464,4.1478
GRC,3.41,4.2162
GRC,3.3519,4.5436
GRC,3.3101,4.7417
GRC,3.2613,4.6874
GRC,3.1241,4.6385
GRC,2.941,4.8484
GRC,2.8318,4.4815
GRC,2.6875,4.3621
GRC,2.53,4.5964
GRC,2.5333,4.7835
GRC,2.4005,4.8574
GRC,2.1519,4.9405
GRC,2.13,4.961
GRC,2.1404,4.9652
GRC,2.1473,5.0192
GRC,2.1436,5.1131
GRC,2.159,4.2383
GRC,2.1463,3.2926
GRC,2.0895,2.4565
GRC,2.0705,1.9431
GRC,2.0288,1.6355
GRC,2.0488,1.4223
GRC,2.0859,1.2817
GRC,2.1127,1.2279
GRC,2.116,0.975
GRC,2.1143,0.8605
GRC,2.1186,0.7721
GRC,2.1473,0.7375
GRC,2.1703,0.7162
GRC,2.1732,0.712
GRC,2.1454,0.6797
GRC,2.1383,0.6617
GRC,2.1372,0.645
GRC,2.1372,0.6447
GRC,2.1256,0.6865
GRC,2.111,0.7276
GRC,2.1194,0.8488
GRC,2.1325,0.8955
GRC,2.1391,0.8805
GRC,2.1966,0.9977
GRC,2.3609,1.042
GRC,2.4729,1.0217
GRC,2.5117,1.0172
GRC,2.6004,1.0867
GRC,2.7226,1.1755
GRC,2.7938,1.3212
GRC,2.889,1.4251
GRC,2.9857,1.4886
GRC,3.1022,1.5976
GRC,3.2265,1.5521
GRC,3.3354,1.5365
GRC,3.502,1.5759
GRC,3.5972,1.4847
GRC,3.6842,1.4261
GRC,3.7519,1.2222
GRC,3.8182,1.0483
GRC,3.8909,0.8585
GRC,3.9753,0.7443
GRC,4.0714,0.6849
GRC,4.1478,0.6589
GRC,4.2162,0.497
GRC,4.5436,0.3324
GRC,4.7417,0.2463
GRC,4.6874,0.2079
GRC,4.6385,0.192
GRC,4.8484,0.1855
GRC,4.4815,0.2049
GRC,4.3621,0.2234
GRC,4.5964,0.2061
GRC,4.7835,0.2089
GRC,4.8574,0.2012
GRC,4.9405,0.2103
GRC,4.961,0.2214
GRC,4.9652,0.2259
GRC,5.0192,0.2232
GRC,5.1131,0.2258
GRC,4.2383,0.2234
GRC,3.2926,0.2735
GRC,2.4565,0.292
GRC,1.9431,0.2881
GRC,1.6355,0.3053
GRC,1.4223,0.3297
GRC,1.2817,0.3246
GRC,1.2279,0.2414
GRC,0.975,0.205
GRC,0.8605,0.1916
GRC,0.7721,0.0971
GRC,0.7375,0.0826
GRC,0.7162,0.0809
GRC,0.712,0.0809
GRC,0.6797,0.0627
GRC,0.6617,0.0482
GRC,0.645,0.0272
GRC,0.6447,0.0047
GRC,0.6865,-0.0104
GRC,0.7276,-0.0139
GRC,0.8955,-0.0277
GRC,0.8805,-0.037
GRC,0.9977,-0.0536
GRC,1.042,-0.0876
GRC,1.0217,-0.1263
GRC,1.0172,-0.1461
GRC,1.0867,-0.1836
GRC,1.1755,-0.2285
GRC,1.3212,-0.2492
GRC,1.4251,-0.2572
GRC,1.4886,-0.2679
GRC,1.5976,-0.2945
GRC,1.5521,-0.2982
GRC,1.5365,-0.3016
GRC,1.5759,-0.309
GRC,1.4847,-0.3127
GRC,1.4261,-0.3158
GRC,1.2222,-0.3255
GRC,1.0483,-0.3286
GRC,0.8585,-0.3293
GRC,0.7443,-0.3304
GRC,0.6849,-0.3295
GRC,0.6589,-0.33
GRC,0.497,-0.3304
GRC,0.3324,-0.3291
GRC,0.2463,-0.3294
GRC,0.2079,-0.3295
GRC,0.192,-0.329
GRC,0.1855,-0.3279
GRC,0.2049,-0.3285
GRC,0.2234,-0.3285
GRC,0.2061,-0.3279
GRC,0.2089,-0.3285
GRC,0.2012,-0.3252
GRC,0.2103,-0.322
GRC,0.2214,-0.3207
GRC,0.2259,-0.319
GRC,0.2232,-0.3188
GRC,0.2258,-0.3177
GRC,0.2234,-0.3164
GRC,0.2735,-0.3119
GRC,0.292,-0.308
GRC,0.2881,-0.3084
GRC,0.3053,-0.3092
GRC,0.3297,-0.3105
GRC,0.3246,-0.3119
GRC,0.2414,-0.3289
GRC,0.205,-0.3649
GRC,0.1916,-0.4077
GRC,0.0971,-0.4176
GRC,0.0826,-0.4129
GRC,0.0809,-0.4013
GRC,0.0809,-0.3947
GRC,0.0627,-0.3911
GRC,0.0482,-0.4088
GRC,0.0272,-0.4166
GRC,0.0047,-0.254
GRC,-0.0104,-0.272
GRC,-0.0139,-0.376
GRC,-0.0277,-0.4797
GRC,-0.037,-0.4914
GRC,-0.0536,-0.5091
GRC,-0.0876,-0.5209
GRC,-0.1263,-0.5381
GRC,-0.1461,-0.5472
GRC,-0.1836,-0.5417
KOR,7.04,3.93
KOR,6.99,3.96
KOR,6.89,4.04
KOR,6.43,4.15
KOR,5.73,4.25
KOR,5.68,4.27
KOR,5.84,4.33
KOR,5.85,4.36
KOR,5.65,4.47
KOR,5.32,4.63
KOR,4.92,4.68
KOR,4.66,4.64
KOR,4.36,4.57
KOR,4.53,4.6
KOR,4.84,4.76
KOR,4.79,4.92
KOR,4.54,4.95
KOR,4.64,4.94
KOR,4.79,4.95
KOR,4.81,5.04
KOR,4.85,5.03
KOR,4.91,5.05
KOR,4.8,5.21
KOR,4.81,5.34
KOR,4.91,5.34
KOR,4.91,5.43
KOR,4.9,5.73
KOR,4.7,5.81
KOR,4.54,5.28
KOR,4.76,5.25
KOR,4.62,5.38
KOR,4.39,5.36
KOR,4.28,5.36
KOR,4.15,5.52
KOR,3.9,5.77
KOR,3.83,5.79
KOR,3.93,6.03
KOR,4.23,5.62
KOR,4.34,4.68
KOR,4.26,3.22
KOR,4.08,2.7
KOR,3.93,2.45
KOR,3.91,2.42
KOR,3.9,2.41
KOR,3.91,2.41
KOR,3.91,2.41
KOR,3.7,2.48
KOR,3.52,2.64
KOR,3.52,2.79
KOR,3.42,2.79
KOR,3.39,2.82
KOR,3.47,2.88
KOR,3.59,2.88
KOR,3.55,2.83
KOR,3.52,2.51
KOR,3.51,2.45
KOR,3.51,2.45
KOR,3.51,2.58
KOR,3.5,2.63
KOR,3.7,2.66
KOR,3.93,2.66
KOR,3.96,2.73
KOR,4.04,2.8
KOR,4.15,2.93
KOR,4.25,3.13
KOR,4.27,3.35
KOR,4.33,3.4
KOR,4.36,3.46
KOR,4.47,3.53
KOR,4.63,3.59
KOR,4.68,3.59
KOR,4.64,3.58
KOR,4.57,3.58
KOR,4.6,3.56
KOR,4.76,3.55
KOR,4.92,3.55
KOR,4.95,3.53
KOR,4.94,3.54
KOR,4.95,3.54
KOR,5.04,3.54
KOR,5.03,3.54
KOR,5.05,3.34
KOR,5.21,3.19
KOR,5.34,3.14
KOR,5.34,2.93
KOR,5.43,2.85
KOR,5.73,2.88
KOR,5.81,2.86
KOR,5.28,2.83
KOR,5.25,2.81
KOR,5.38,2.8
KOR,5.36,2.72
KOR,5.36,2.69
KOR,5.52,2.68
KOR,5.77,2.66
KOR,5.79,2.66
KOR,6.03,2.66
KOR,5.62,2.65
KOR,4.68,2.65
KOR,3.22,2.65
KOR,2.7,2.65
KOR,2.45,2.65
KOR,2.42,2.65
KOR,2.41,2.65
KOR,2.41,2.65
KOR,2.41,2.65
KOR,2.48,2.517
KOR,2.64,2.35
KOR,2.79,2.21
KOR,2.79,2.14
KOR,2.82,2.13
KOR,2.88,2.13
KOR,2.88,2.12
KOR,2.83,1.95
KOR,2.51,1.81
KOR,2.45,1.8
KOR,2.45,1.7
KOR,2.58,1.65
KOR,2.63,1.64
KOR,2.66,1.6
KOR,2.66,1.58
KOR,2.73,1.59
KOR,2.8,1.67
KOR,2.93,1.67
KOR,3.13,1.64
KOR,3.35,1.63
KOR,3.4,1.61
KOR,3.46,1.58
KOR,3.53,1.43
KOR,3.59,1.36
KOR,3.59,1.35
KOR,3.58,1.34
KOR,3.58,1.35
KOR,3.56,1.42
KOR,3.55,1.54
KOR,3.55,1.5
KOR,3.53,1.49
KOR,3.54,1.48
KOR,3.54,1.43
KOR,3.54,1.39
KOR,3.54,1.38
KOR,3.34,1.39
KOR,3.19,1.39
KOR,3.14,1.38
KOR,2.93,1.38
KOR,2.85,1.45
KOR,2.88,1.66
KOR,2.86,1.66
KOR,2.83,1.65
KOR,2.81,1.65
KOR,2.8,1.65
KOR,2.72,1.65
KOR,2.69,1.65
KOR,2.68,1.65
KOR,2.66,1.65
KOR,2.66,1.65
KOR,2.66,1.68
KOR,2.65,1.71
KOR,2.65,1.91
KOR,2.65,1.87
KOR,2.65,1.87
KOR,2.65,1.9
KOR,2.65,1.86
KOR,2.65,1.84
KOR,2.65,1.8
KOR,2.65,1.68
KOR,2.517,1.49
KOR,2.35,1.54
KOR,2.21,1.46
KOR,2.14,1.52
KOR,2.13,1.53
KOR,2.13,1.47
KOR,2.12,1.42
KOR,1.95,1.23
KOR,1.81,1.1
KOR,1.8,1.02
KOR,1.7,0.79
KOR,1.65,0.79
KOR,1.64,0.68
KOR,1.6,0.63
KOR,1.58,0.63
KOR,1.59,0.66
KOR,1.67,0.66
KOR,1.67,0.68
KOR,1.64,0.73
AUT,9.15,5.12
AUT,8.74,5
AUT,9.06,5.01
AUT,9.13,4.82
AUT,8.75,4.66
AUT,8.7,4.56
AUT,8.69,4.55
AUT,8.77,4.47
AUT,8.92,4.1
AUT,9.04,4.18
AUT,9.17,4.29
AUT,9.45,4.06
AUT,9.66,3.77
AUT,9.43,3.32
AUT,9.27,3.34
AUT,9.26,3.26
AUT,9.28,3.21
AUT,9.3,3.33
AUT,9.32,3.48
AUT,9.5,3.44
AUT,9.51,3.34
AUT,9.64,3.32
AUT,9.66,3.32
AUT,9.73,3.35
AUT,9.79,3.33
AUT,9.74,3.3
AUT,9.64,3.34
AUT,9.64,3.42
AUT,9.74,3.43
AUT,9.69,3.4
AUT,9.75,3.4
AUT,9.85,3.45
AUT,9.42,3.48
AUT,8.84,3.73
AUT,8.68,3.85
AUT,8.74,3.84
AUT,8.43,3.7
AUT,8.02,3.62
AUT,7.72,3.6
AUT,7.59,3.64
AUT,7.17,3.69
AUT,6.91,3.64
AUT,6.66,3.61
AUT,6.6,3.59
AUT,6.61,3.55
AUT,6.59,3.57
AUT,6.22,3.6
AUT,5.76,3.4
AUT,5.46,3.1321
AUT,5.39,3.0934
AUT,5.38,3.0467
AUT,5.39,2.6965
AUT,5.08,2.579
AUT,4.97,2.6267
AUT,4.84,2.6765
AUT,4.8,2.695
AUT,4.87,2.7267
AUT,5.03,3.3757
AUT,5.05,3.4677
AUT,5.15,3.446
AUT,5.12,3.3431
AUT,5,3.5368
AUT,5.01,3.747
AUT,4.82,3.9253
AUT,4.66,4.362
AUT,4.56,4.5017
AUT,4.55,4.5829
AUT,4.47,4.7771
AUT,4.1,4.8528
AUT,4.18,5.0413
AUT,4.29,5.092
AUT,4.06,4.9392
AUT,3.77,4.7707
AUT,3.32,4.7558
AUT,3.34,4.7086
AUT,3.26,4.682
AUT,3.21,4.6367
AUT,3.33,4.4536
AUT,3.48,4.4671
AUT,3.44,4.3535
AUT,3.34,3.9829
AUT,3.32,3.5999
AUT,3.32,3.3857
AUT,3.35,3.3449
AUT,3.33,3.3388
AUT,3.3,3.3571
AUT,3.34,3.3908
AUT,3.42,3.4069
AUT,3.43,3.4671
AUT,3.4,3.464
AUT,3.4,3.41
AUT,3.45,3.3519
AUT,3.48,3.3101
AUT,3.73,3.2613
AUT,3.85,3.1241
AUT,3.84,2.941
AUT,3.7,2.8318
AUT,3.62,2.6875
AUT,3.6,2.53
AUT,3.64,2.5333
AUT,3.69,2.4005
AUT,3.64,2.1519
AUT,3.61,2.13
AUT,3.59,2.1404
AUT,3.55,2.1473
AUT,3.57,2.1436
AUT,3.6,2.159
AUT,3.4,2.1463
AUT,3.1321,2.0895
AUT,3.0934,2.0705
AUT,3.0467,2.0288
AUT,2.6965,2.0488
AUT,2.579,2.0859
AUT,2.6267,2.1127
AUT,2.6765,2.116
AUT,2.695,2.1143
AUT,2.7267,2.1186
AUT,3.3757,2.1473
AUT,3.4677,2.1703
AUT,3.446,2.1732
AUT,3.3431,2.1454
AUT,3.5368,2.1383
AUT,3.747,2.1372
AUT,3.9253,2.1372
AUT,4.362,2.1256
AUT,4.5017,2.111
AUT,4.5829,2.1194
AUT,4.7771,2.1325
AUT,4.8528,2.1391
AUT,5.0413,2.1966
AUT,5.092,2.3609
AUT,4.9392,2.4729
AUT,4.7707,2.5117
AUT,4.7558,2.6004
AUT,4.7086,2.7226
AUT,4.682,2.7938
AUT,4.6367,2.889
AUT,4.4536,2.9857
AUT,4.4671,3.1022
AUT,4.3535,3.2265
AUT,3.9829,3.3354
AUT,3.5999,3.502
AUT,3.3857,3.5972
AUT,3.3449,3.6842
AUT,3.3388,3.7519
AUT,3.3571,3.8182
AUT,3.3908,3.8909
AUT,3.4069,3.9753
AUT,3.4671,4.0714
AUT,3.464,4.1478
AUT,3.41,4.2162
AUT,3.3519,4.5436
AUT,3.3101,4.7417
AUT,3.2613,4.6874
AUT,3.1241,4.6385
AUT,2.941,4.8484
AUT,2.8318,4.4815
AUT,2.6875,4.3621
AUT,2.53,4.5964
AUT,2.5333,4.7835
AUT,2.4005,4.8574
AUT,2.1519,4.9405
AUT,2.13,4.961
AUT,2.1404,4.9652
AUT,2.1473,5.0192
AUT,2.1436,5.1131
AUT,2.159,4.2383
AUT,2.1463,3.2926
AUT,2.0895,2.4565
AUT,2.0705,1.9431
AUT,2.0288,1.6355
AUT,2.0488,1.4223
AUT,2.0859,1.2817
AUT,2.1127,1.2279
AUT,2.116,0.975
AUT,2.1143,0.8605
AUT,2.1186,0.7721
AUT,2.1473,0.7375
AUT,2.1703,0.7162
AUT,2.1732,0.712
AUT,2.1454,0.6797
AUT,2.1383,0.6617
AUT,2.1372,0.645
AUT,2.1372,0.6447
AUT,2.1256,0.6865
AUT,2.111,0.7276
AUT,2.1194,0.8488
AUT,2.1325,0.8955
AUT,2.1391,0.8805
AUT,2.1966,0.9977
AUT,2.3609,1.042
AUT,2.4729,1.0217
AUT,2.5117,1.0172
AUT,2.6004,1.0867
AUT,2.7226,1.1755
AUT,2.7938,1.3212
AUT,2.889,1.4251
AUT,2.9857,1.4886
AUT,3.1022,1.5976
AUT,3.2265,1.5521
AUT,3.3354,1.5365
AUT,3.502,1.5759
AUT,3.5972,1.4847
AUT,3.6842,1.4261
AUT,3.7519,1.2222
AUT,3.8182,1.0483
AUT,3.8909,0.8585
AUT,3.9753,0.7443
AUT,4.0714,0.6849
AUT,4.1478,0.6589
AUT,4.2162,0.497
AUT,4.5436,0.3324
AUT,4.7417,0.2463
AUT,4.6874,0.2079
AUT,4.6385,0.192
AUT,4.8484,0.1855
AUT,4.4815,0.2049
AUT,4.3621,0.2234
AUT,4.5964,0.2061
AUT,4.7835,0.2089
AUT,4.8574,0.2012
AUT,4.9405,0.2103
AUT,4.961,0.2214
AUT,4.9652,0.2259
AUT,5.0192,0.2232
AUT,5.1131,0.2258
AUT,4.2383,0.2234
AUT,3.2926,0.2735
AUT,2.4565,0.292
AUT,1.9431,0.2881
AUT,1.6355,0.3053
AUT,1.4223,0.3297
AUT,1.2817,0.3246
AUT,1.2279,0.2414
AUT,0.975,0.205
AUT,0.8605,0.1916
AUT,0.7721,0.0971
AUT,0.7375,0.0826
AUT,0.7162,0.0809
AUT,0.712,0.0809
